Arrival_Date,State,District,Market,Commodity,Modal_Price
2025-06-18,Karnataka,Belgaum,Ramdurga,Maize,2187
2025-06-26,Karnataka,Belgaum,Ramdurga,Maize,2100
2025-06-28,Karnataka,Belgaum,Ramdurga,Maize,1959
2025-07-06,Karnataka,Belgaum,Ramdurga,Maize,2200
2025-08-06,Karnataka,Belgaum,Ramdurga,Maize,2289
2025-08-10,Karnataka,Belgaum,Ramdurga,Maize,2200
2023-06-05,Karnataka,Haveri,Ranebennur,Maize,1995
2023-06-07,Karnataka,Haveri,Ranebennur,Maize,1900
2023-06-14,Karnataka,Haveri,Ranebennur,Maize,2000
2023-06-20,Karnataka,Haveri,Ranebennur,Maize,1980
2023-06-21,Karnataka,Haveri,Ranebennur,Maize,1900
2023-07-01,Karnataka,Haveri,Ranebennur,Maize,2000
2023-07-05,Karnataka,Haveri,Ranebennur,Maize,2000
2023-07-07,Karnataka,Haveri,Ranebennur,Maize,2600
2023-07-12,Karnataka,Haveri,Ranebennur,Maize,2100
2023-07-19,Karnataka,Haveri,Ranebennur,Maize,2100
2023-07-26,Karnataka,Haveri,Ranebennur,Maize,2100
2023-08-02,Karnataka,Haveri,Ranebennur,Maize,2100
2023-08-09,Karnataka,Haveri,Ranebennur,Maize,2100
2023-08-10,Karnataka,Haveri,Ranebennur,Maize,2050
2023-09-13,Karnataka,Haveri,Ranebennur,Maize,2254
2023-09-20,Karnataka,Haveri,Ranebennur,Maize,2200
2023-05-31,Karnataka,Gadag,Rona,Maize,6082
2023-06-01,Karnataka,Gadag,Rona,Maize,1877
2023-08-18,Karnataka,Gadag,Rona,Maize,2319
2023-08-19,Karnataka,Gadag,Rona,Maize,2180
2023-08-22,Karnataka,Gadag,Rona,Maize,2253
2023-08-29,Karnataka,Gadag,Rona,Maize,2228
2023-08-31,Karnataka,Gadag,Rona,Maize,2222
2023-09-01,Karnataka,Gadag,Rona,Maize,2248
2023-09-02,Karnataka,Gadag,Rona,Maize,2263
2023-09-05,Karnataka,Gadag,Rona,Maize,2267
2023-09-06,Karnataka,Gadag,Rona,Maize,2252
2023-09-08,Karnataka,Gadag,Rona,Maize,2243
2023-09-09,Karnataka,Gadag,Rona,Maize,2263
2023-09-12,Karnataka,Gadag,Rona,Maize,2279
2023-09-13,Karnataka,Gadag,Rona,Maize,2293
2023-09-15,Karnataka,Gadag,Rona,Maize,2310
2023-09-19,Karnataka,Gadag,Rona,Maize,2218
2023-09-20,Karnataka,Gadag,Rona,Maize,2186
2023-09-21,Karnataka,Gadag,Rona,Maize,2236
2023-09-25,Karnataka,Gadag,Rona,Maize,2114
2023-09-26,Karnataka,Gadag,Rona,Maize,2106
2023-09-27,Karnataka,Gadag,Rona,Maize,2137
2024-08-23,Karnataka,Gadag,Rona,Maize,2350
2024-09-17,Karnataka,Gadag,Rona,Maize,2719
2024-09-25,Karnataka,Gadag,Rona,Maize,2415
2024-09-26,Karnataka,Gadag,Rona,Maize,2421
2025-02-15,Karnataka,Gadag,Rona,Maize,2247
2025-02-17,Karnataka,Gadag,Rona,Maize,2284
2025-02-18,Karnataka,Gadag,Rona,Maize,2239
2025-02-19,Karnataka,Gadag,Rona,Maize,2311
2025-02-20,Karnataka,Gadag,Rona,Maize,2289
2025-02-25,Karnataka,Gadag,Rona,Maize,2280
2024-05-23,Karnataka,Belgaum,Sankeshwar,Maize,2200
2024-05-27,Karnataka,Belgaum,Sankeshwar,Maize,2200
2024-05-28,Karnataka,Belgaum,Sankeshwar,Maize,2300
2024-06-05,Karnataka,Belgaum,Sankeshwar,Maize,2200
2024-06-06,Karnataka,Belgaum,Sankeshwar,Maize,2200
2024-06-12,Karnataka,Belgaum,Sankeshwar,Maize,2300
2024-06-18,Karnataka,Belgaum,Sankeshwar,Maize,2300
2024-06-19,Karnataka,Belgaum,Sankeshwar,Maize,2500
2024-06-24,Karnataka,Belgaum,Sankeshwar,Maize,2400
2024-08-20,Karnataka,Belgaum,Sankeshwar,Maize,2800
2024-08-26,Karnataka,Belgaum,Sankeshwar,Maize,2700
2024-08-27,Karnataka,Belgaum,Sankeshwar,Maize,2650
2024-09-03,Karnataka,Belgaum,Sankeshwar,Maize,2900
2024-09-05,Karnataka,Belgaum,Sankeshwar,Maize,3000
2024-09-10,Karnataka,Belgaum,Sankeshwar,Maize,2850
2024-09-11,Karnataka,Belgaum,Sankeshwar,Maize,2700
2024-09-19,Karnataka,Belgaum,Sankeshwar,Maize,2650
2024-09-24,Karnataka,Belgaum,Sankeshwar,Maize,2900
2024-09-25,Karnataka,Belgaum,Sankeshwar,Maize,2900
2024-09-27,Karnataka,Belgaum,Sankeshwar,Maize,2845
2024-09-30,Karnataka,Belgaum,Sankeshwar,Maize,2850
2025-02-15,Karnataka,Belgaum,Sankeshwar,Maize,2300
2025-02-17,Karnataka,Belgaum,Sankeshwar,Maize,2050
2025-02-18,Karnataka,Belgaum,Sankeshwar,Maize,2000
2025-02-19,Karnataka,Belgaum,Sankeshwar,Maize,2150
2025-02-20,Karnataka,Belgaum,Sankeshwar,Maize,2200
2025-02-21,Karnataka,Belgaum,Sankeshwar,Maize,2200
2025-02-24,Karnataka,Belgaum,Sankeshwar,Maize,2050
2025-02-26,Karnataka,Belgaum,Sankeshwar,Maize,2050
2025-02-27,Karnataka,Belgaum,Sankeshwar,Maize,2200
2025-02-28,Karnataka,Belgaum,Sankeshwar,Maize,2200
2025-03-01,Karnataka,Belgaum,Sankeshwar,Maize,2100
2025-03-03,Karnataka,Belgaum,Sankeshwar,Maize,2200
2025-03-04,Karnataka,Belgaum,Sankeshwar,Maize,2150
2025-03-13,Karnataka,Belgaum,Sankeshwar,Maize,2378
2025-03-14,Karnataka,Belgaum,Sankeshwar,Maize,2394
2025-03-18,Karnataka,Belgaum,Sankeshwar,Maize,2280
2025-03-24,Karnataka,Belgaum,Sankeshwar,Maize,2300
2025-03-25,Karnataka,Belgaum,Sankeshwar,Maize,2299
2025-03-26,Karnataka,Belgaum,Sankeshwar,Maize,2300
2025-03-27,Karnataka,Belgaum,Sankeshwar,Maize,2398
2025-03-29,Karnataka,Belgaum,Sankeshwar,Maize,2330
2025-04-04,Karnataka,Belgaum,Sankeshwar,Maize,2340
2025-04-07,Karnataka,Belgaum,Sankeshwar,Maize,2292
2025-04-15,Karnataka,Belgaum,Sankeshwar,Maize,2397
2025-04-16,Karnataka,Belgaum,Sankeshwar,Maize,2330
2025-04-17,Karnataka,Belgaum,Sankeshwar,Maize,2340
2025-04-21,Karnataka,Belgaum,Sankeshwar,Maize,2363
2025-04-23,Karnataka,Belgaum,Sankeshwar,Maize,2380
2025-04-25,Karnataka,Belgaum,Sankeshwar,Maize,2426
2025-04-29,Karnataka,Belgaum,Sankeshwar,Maize,2350
2025-05-05,Karnataka,Belgaum,Sankeshwar,Maize,2395
2025-05-06,Karnataka,Belgaum,Sankeshwar,Maize,2412
2025-05-07,Karnataka,Belgaum,Sankeshwar,Maize,2370
2025-05-08,Karnataka,Belgaum,Sankeshwar,Maize,2350
2025-05-12,Karnataka,Belgaum,Sankeshwar,Maize,2350
2025-05-13,Karnataka,Belgaum,Sankeshwar,Maize,2410
2025-05-14,Karnataka,Belgaum,Sankeshwar,Maize,2415
2025-05-15,Karnataka,Belgaum,Sankeshwar,Maize,2425
2025-05-16,Karnataka,Belgaum,Sankeshwar,Maize,2415
2025-05-17,Karnataka,Belgaum,Sankeshwar,Maize,2420
2025-05-20,Karnataka,Belgaum,Sankeshwar,Maize,2370
2025-05-21,Karnataka,Belgaum,Sankeshwar,Maize,2395
2025-05-22,Karnataka,Belgaum,Sankeshwar,Maize,2370
2025-05-23,Karnataka,Belgaum,Sankeshwar,Maize,2360
2025-05-26,Karnataka,Belgaum,Sankeshwar,Maize,2395
2025-05-27,Karnataka,Belgaum,Sankeshwar,Maize,2400
2025-06-02,Karnataka,Belgaum,Sankeshwar,Maize,2370
2025-06-03,Karnataka,Belgaum,Sankeshwar,Maize,2369
2025-06-09,Karnataka,Belgaum,Sankeshwar,Maize,2470
2025-06-10,Karnataka,Belgaum,Sankeshwar,Maize,2480
2025-06-17,Karnataka,Belgaum,Sankeshwar,Maize,2352
2025-06-18,Karnataka,Belgaum,Sankeshwar,Maize,2350
2025-06-20,Karnataka,Belgaum,Sankeshwar,Maize,2353
2025-06-21,Karnataka,Belgaum,Sankeshwar,Maize,2335
2025-06-23,Karnataka,Belgaum,Sankeshwar,Maize,2350
2025-06-24,Karnataka,Belgaum,Sankeshwar,Maize,2362
2025-06-25,Karnataka,Belgaum,Sankeshwar,Maize,2368
2025-06-27,Karnataka,Belgaum,Sankeshwar,Maize,2420
2025-07-01,Karnataka,Belgaum,Sankeshwar,Maize,2488
2025-07-01,Karnataka,Belgaum,Sankeshwar,Maize,2488
2025-07-04,Karnataka,Belgaum,Sankeshwar,Maize,2370
2025-07-05,Karnataka,Belgaum,Sankeshwar,Maize,2365
2025-07-14,Karnataka,Belgaum,Sankeshwar,Maize,2400
2025-07-15,Karnataka,Belgaum,Sankeshwar,Maize,2450
2025-07-21,Karnataka,Belgaum,Sankeshwar,Maize,2400
2025-07-22,Karnataka,Belgaum,Sankeshwar,Maize,2380
2025-07-23,Karnataka,Belgaum,Sankeshwar,Maize,2395
2025-07-30,Karnataka,Belgaum,Sankeshwar,Maize,2430
2025-07-31,Karnataka,Belgaum,Sankeshwar,Maize,2450
2025-08-04,Karnataka,Belgaum,Sankeshwar,Maize,2399
2025-08-07,Karnataka,Belgaum,Sankeshwar,Maize,2350
2025-08-08,Karnataka,Belgaum,Sankeshwar,Maize,2350
2025-08-12,Karnataka,Belgaum,Sankeshwar,Maize,2400
2025-08-13,Karnataka,Belgaum,Sankeshwar,Maize,2460
2025-08-18,Karnataka,Belgaum,Sankeshwar,Maize,2380
2025-08-22,Karnataka,Belgaum,Sankeshwar,Maize,2460
2025-08-26,Karnataka,Belgaum,Sankeshwar,Maize,2400
2025-09-01,Karnataka,Belgaum,Sankeshwar,Maize,2450
2025-09-02,Karnataka,Belgaum,Sankeshwar,Maize,2436
2025-09-06,Karnataka,Belgaum,Sankeshwar,Maize,2480
2025-09-09,Karnataka,Belgaum,Sankeshwar,Maize,2400
2025-09-18,Karnataka,Belgaum,Sankeshwar,Maize,2315
2025-09-26,Karnataka,Belgaum,Sankeshwar,Maize,2350
2025-09-29,Karnataka,Belgaum,Sankeshwar,Maize,2350
2023-09-15,Karnataka,Mysore,Santhesargur,Maize,1612
2023-09-22,Karnataka,Mysore,Santhesargur,Maize,1612
2023-09-27,Karnataka,Mysore,Santhesargur,Maize,1612
2024-05-24,Karnataka,Mysore,Santhesargur,Maize,2350
2024-05-28,Karnataka,Mysore,Santhesargur,Maize,2350
2024-06-04,Karnataka,Mysore,Santhesargur,Maize,2400
2024-06-11,Karnataka,Mysore,Santhesargur,Maize,2395
2024-06-20,Karnataka,Mysore,Santhesargur,Maize,2500
2024-08-28,Karnataka,Mysore,Santhesargur,Maize,1750
2024-09-05,Karnataka,Mysore,Santhesargur,Maize,2000
2024-09-06,Karnataka,Mysore,Santhesargur,Maize,1900
2024-09-10,Karnataka,Mysore,Santhesargur,Maize,1900
2024-09-11,Karnataka,Mysore,Santhesargur,Maize,1845
2024-09-12,Karnataka,Mysore,Santhesargur,Maize,2000
2024-09-17,Karnataka,Mysore,Santhesargur,Maize,2200
2024-09-19,Karnataka,Mysore,Santhesargur,Maize,2000
2024-09-23,Karnataka,Mysore,Santhesargur,Maize,2200
2024-09-25,Karnataka,Mysore,Santhesargur,Maize,2100
2024-09-26,Karnataka,Mysore,Santhesargur,Maize,2000
2024-09-27,Karnataka,Mysore,Santhesargur,Maize,2000
2024-09-30,Karnataka,Mysore,Santhesargur,Maize,2100
2025-02-24,Karnataka,Mysore,Santhesargur,Maize,2000
2025-02-28,Karnataka,Mysore,Santhesargur,Maize,2100
2024-07-01,Karnataka,Haveri,Savanur,Maize,2575
2024-07-15,Karnataka,Haveri,Savanur,Maize,2500
2024-07-20,Karnataka,Haveri,Savanur,Maize,2900
2024-07-22,Karnataka,Haveri,Savanur,Maize,2900
2024-08-09,Karnataka,Haveri,Savanur,Maize,2850
2024-08-12,Karnataka,Haveri,Savanur,Maize,2830
2024-08-21,Karnataka,Haveri,Savanur,Maize,2250
2025-02-18,Karnataka,Haveri,Savanur,Maize,2435
2025-02-19,Karnataka,Haveri,Savanur,Maize,2300
2025-02-20,Karnataka,Haveri,Savanur,Maize,2440
2025-03-14,Karnataka,Haveri,Savanur,Maize,2450
2025-03-15,Karnataka,Haveri,Savanur,Maize,2400
2025-03-16,Karnataka,Haveri,Savanur,Maize,2451
2025-03-17,Karnataka,Haveri,Savanur,Maize,2300
2024-05-27,Karnataka,Haveri,Shiggauv,Maize,2240
2024-05-31,Karnataka,Haveri,Shiggauv,Maize,2250
2024-06-03,Karnataka,Haveri,Shiggauv,Maize,2450
2024-06-04,Karnataka,Haveri,Shiggauv,Maize,2300
2024-06-05,Karnataka,Haveri,Shiggauv,Maize,2300
2024-06-07,Karnataka,Haveri,Shiggauv,Maize,2460
2024-06-08,Karnataka,Haveri,Shiggauv,Maize,2340
2024-06-09,Karnataka,Haveri,Shiggauv,Maize,2450
2024-06-10,Karnataka,Haveri,Shiggauv,Maize,2340
2024-06-11,Karnataka,Haveri,Shiggauv,Maize,2250
2024-06-13,Karnataka,Haveri,Shiggauv,Maize,2300
2024-06-14,Karnataka,Haveri,Shiggauv,Maize,2460
2024-06-15,Karnataka,Haveri,Shiggauv,Maize,2570
2024-06-18,Karnataka,Haveri,Shiggauv,Maize,2460
2024-07-06,Karnataka,Haveri,Shiggauv,Maize,2830
2024-07-09,Karnataka,Haveri,Shiggauv,Maize,2350
2024-07-10,Karnataka,Haveri,Shiggauv,Maize,2600
2024-07-18,Karnataka,Haveri,Shiggauv,Maize,2795
2024-07-20,Karnataka,Haveri,Shiggauv,Maize,2795
2024-09-18,Karnataka,Haveri,Shiggauv,Maize,2670
2024-09-19,Karnataka,Haveri,Shiggauv,Maize,2670
2024-09-20,Karnataka,Haveri,Shiggauv,Maize,2670
2024-09-21,Karnataka,Haveri,Shiggauv,Maize,2670
2024-09-23,Karnataka,Haveri,Shiggauv,Maize,2550
2024-09-24,Karnataka,Haveri,Shiggauv,Maize,2535
2024-09-25,Karnataka,Haveri,Shiggauv,Maize,2520
2024-09-27,Karnataka,Haveri,Shiggauv,Maize,2450
2024-09-28,Karnataka,Haveri,Shiggauv,Maize,2450
2024-09-30,Karnataka,Haveri,Shiggauv,Maize,2440
2025-02-18,Karnataka,Haveri,Shiggauv,Maize,2310
2025-02-19,Karnataka,Haveri,Shiggauv,Maize,2345
2025-02-21,Karnataka,Haveri,Shiggauv,Maize,2360
2025-02-22,Karnataka,Haveri,Shiggauv,Maize,2365
2025-02-23,Karnataka,Haveri,Shiggauv,Maize,2275
2025-02-26,Karnataka,Haveri,Shiggauv,Maize,2335
2025-02-27,Karnataka,Haveri,Shiggauv,Maize,2340
2025-02-28,Karnataka,Haveri,Shiggauv,Maize,2380
2025-03-01,Karnataka,Haveri,Shiggauv,Maize,2330
2023-05-26,Karnataka,Shimoga,Shikaripura,Maize,1800
2023-05-24,Karnataka,Shimoga,Shimoga,Maize,1950
2023-05-30,Karnataka,Shimoga,Shimoga,Maize,1950
2023-06-12,Karnataka,Shimoga,Shimoga,Maize,1850
2023-06-14,Karnataka,Shimoga,Shimoga,Maize,1850
2023-06-15,Karnataka,Shimoga,Shimoga,Maize,1875
2023-06-16,Karnataka,Shimoga,Shimoga,Maize,1875
2023-06-20,Karnataka,Shimoga,Shimoga,Maize,1875
2023-07-03,Karnataka,Shimoga,Shimoga,Maize,1950
2023-07-04,Karnataka,Shimoga,Shimoga,Maize,1950
2023-07-17,Karnataka,Shimoga,Shimoga,Maize,9300
2023-07-18,Karnataka,Shimoga,Shimoga,Maize,2200
2023-07-19,Karnataka,Shimoga,Shimoga,Maize,2200
2023-07-21,Karnataka,Shimoga,Shimoga,Maize,2050
2023-07-24,Karnataka,Shimoga,Shimoga,Maize,2100
2023-07-25,Karnataka,Shimoga,Shimoga,Maize,2050
2023-07-26,Karnataka,Shimoga,Shimoga,Maize,2100
2023-07-27,Karnataka,Shimoga,Shimoga,Maize,2200
2023-07-28,Karnataka,Shimoga,Shimoga,Maize,2100
2023-07-31,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-01,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-02,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-03,Karnataka,Shimoga,Shimoga,Maize,8500
2023-08-07,Karnataka,Shimoga,Shimoga,Maize,2175
2023-08-08,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-09,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-10,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-11,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-14,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-18,Karnataka,Shimoga,Shimoga,Maize,2200
2023-08-19,Karnataka,Shimoga,Shimoga,Maize,2300
2023-08-21,Karnataka,Shimoga,Shimoga,Maize,2150
2023-08-23,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-24,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-28,Karnataka,Shimoga,Shimoga,Maize,2100
2023-08-29,Karnataka,Shimoga,Shimoga,Maize,2300
2023-08-30,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-01,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-02,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-04,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-05,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-08,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-11,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-12,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-14,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-15,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-16,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-20,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-21,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-26,Karnataka,Shimoga,Shimoga,Maize,2100
2024-07-16,Karnataka,Shimoga,Shimoga,Maize,2150
2024-07-20,Karnataka,Shimoga,Shimoga,Maize,2150
2024-07-22,Karnataka,Shimoga,Shimoga,Maize,2150
2024-07-24,Karnataka,Shimoga,Shimoga,Maize,2200
2024-07-26,Karnataka,Shimoga,Shimoga,Maize,2150
2024-08-06,Karnataka,Shimoga,Shimoga,Maize,2150
2024-08-08,Karnataka,Shimoga,Shimoga,Maize,2150
2024-08-12,Karnataka,Shimoga,Shimoga,Maize,2125
2024-08-16,Karnataka,Shimoga,Shimoga,Maize,2125
2024-08-23,Karnataka,Shimoga,Shimoga,Maize,2150
2024-08-27,Karnataka,Shimoga,Shimoga,Maize,2150
2024-08-28,Karnataka,Shimoga,Shimoga,Maize,2125
2024-08-29,Karnataka,Shimoga,Shimoga,Maize,2125
2024-08-30,Karnataka,Shimoga,Shimoga,Maize,2150
2024-09-09,Karnataka,Shimoga,Shimoga,Maize,2150
2024-09-17,Karnataka,Shimoga,Shimoga,Maize,2125
2024-09-19,Karnataka,Shimoga,Shimoga,Maize,2125
2025-03-01,Karnataka,Shimoga,Shimoga,Maize,2340
2025-09-19,Karnataka,Shimoga,Shimoga,Maize,2050
2025-09-20,Karnataka,Shimoga,Shimoga,Maize,2100
2023-09-25,Karnataka,Bijapur,Sindagi,Maize,1745
2023-05-26,Karnataka,Bijapur,Sindagi(Indi),Maize,1600
2023-05-27,Karnataka,Bijapur,Sindagi(Indi),Maize,1750
2023-05-29,Karnataka,Bijapur,Sindagi(Indi),Maize,1780
2023-06-10,Karnataka,Bijapur,Sindagi(Indi),Maize,1200
2023-06-15,Karnataka,Bijapur,Sindagi(Indi),Maize,1900
2023-06-16,Karnataka,Bijapur,Sindagi(Indi),Maize,1900
2023-06-28,Karnataka,Bijapur,Sindagi(Indi),Maize,1800
2023-07-11,Karnataka,Bijapur,Sindagi(Indi),Maize,1900
2023-07-12,Karnataka,Bijapur,Sindagi(Indi),Maize,2150
2023-08-05,Karnataka,Bijapur,Sindagi(Indi),Maize,1180
2023-09-02,Karnataka,Raichur,Sindhanur,Maize,2000
2024-05-27,Karnataka,Raichur,Sindhanur,Maize,2400
2024-06-10,Karnataka,Raichur,Sindhanur,Maize,2250
2024-06-27,Karnataka,Raichur,Sindhanur,Maize,2620
2024-06-28,Karnataka,Raichur,Sindhanur,Maize,2300
2024-08-07,Karnataka,Raichur,Sindhanur,Maize,2600
2024-09-20,Karnataka,Raichur,Sindhanur,Maize,2900
2024-09-24,Karnataka,Raichur,Sindhanur,Maize,2000
2024-09-25,Karnataka,Raichur,Sindhanur,Maize,2800
2025-02-26,Karnataka,Raichur,Sindhanur,Maize,2500
2025-02-28,Karnataka,Raichur,Sindhanur,Maize,2400
2025-03-03,Karnataka,Raichur,Sindhanur,Maize,2450
2023-05-30,Karnataka,Tumkur,Sira,Maize,2441
2023-06-06,Karnataka,Tumkur,Sira,Maize,2400
2023-06-13,Karnataka,Tumkur,Sira,Maize,2441
2023-06-16,Karnataka,Tumkur,Sira,Maize,2000
2023-06-20,Karnataka,Tumkur,Sira,Maize,2400
2023-06-27,Karnataka,Tumkur,Sira,Maize,2500
2023-07-04,Karnataka,Tumkur,Sira,Maize,2458
2023-07-11,Karnataka,Tumkur,Sira,Maize,2400
2023-07-26,Karnataka,Tumkur,Sira,Maize,2200
2023-08-01,Karnataka,Tumkur,Sira,Maize,2400
2023-08-08,Karnataka,Tumkur,Sira,Maize,2584
2023-08-22,Karnataka,Tumkur,Sira,Maize,2427
2023-08-29,Karnataka,Tumkur,Sira,Maize,2630
2023-09-12,Karnataka,Tumkur,Sira,Maize,2663
2023-09-29,Karnataka,Tumkur,Sira,Maize,2000
2024-05-23,Karnataka,Tumkur,Sira,Maize,2402
2024-05-28,Karnataka,Tumkur,Sira,Maize,2624
2024-05-31,Karnataka,Tumkur,Sira,Maize,2400
2024-06-01,Karnataka,Tumkur,Sira,Maize,2397
2024-06-04,Karnataka,Tumkur,Sira,Maize,2790
2024-06-11,Karnataka,Tumkur,Sira,Maize,2530
2024-06-18,Karnataka,Tumkur,Sira,Maize,2652
2024-06-25,Karnataka,Tumkur,Sira,Maize,2790
2024-07-02,Karnataka,Tumkur,Sira,Maize,2790
2024-07-04,Karnataka,Tumkur,Sira,Maize,2512
2024-07-09,Karnataka,Tumkur,Sira,Maize,2700
2024-07-10,Karnataka,Tumkur,Sira,Maize,2527
2024-07-23,Karnataka,Tumkur,Sira,Maize,2790
2024-08-06,Karnataka,Tumkur,Sira,Maize,2513
2024-08-13,Karnataka,Tumkur,Sira,Maize,3130
2024-08-20,Karnataka,Tumkur,Sira,Maize,2806
2024-08-30,Karnataka,Tumkur,Sira,Maize,3100
2024-09-04,Karnataka,Tumkur,Sira,Maize,2500
2024-09-10,Karnataka,Tumkur,Sira,Maize,2984
2024-09-13,Karnataka,Tumkur,Sira,Maize,3130
2024-09-17,Karnataka,Tumkur,Sira,Maize,3099
2024-09-18,Karnataka,Tumkur,Sira,Maize,3150
2024-09-24,Karnataka,Tumkur,Sira,Maize,3330
2025-02-18,Karnataka,Tumkur,Sira,Maize,2400
2025-02-19,Karnataka,Tumkur,Sira,Maize,2500
2025-02-24,Karnataka,Tumkur,Sira,Maize,2500
2025-02-27,Karnataka,Tumkur,Sira,Maize,2507
2025-03-25,Karnataka,Tumkur,Sira,Maize,2570
2025-03-26,Karnataka,Tumkur,Sira,Maize,2581
2025-04-08,Karnataka,Tumkur,Sira,Maize,2570
2025-04-15,Karnataka,Tumkur,Sira,Maize,2570
2025-04-22,Karnataka,Tumkur,Sira,Maize,2570
2025-05-02,Karnataka,Tumkur,Sira,Maize,2505
2025-05-06,Karnataka,Tumkur,Sira,Maize,2522
2025-05-12,Karnataka,Tumkur,Sira,Maize,2509
2025-05-13,Karnataka,Tumkur,Sira,Maize,2570
2025-05-19,Karnataka,Tumkur,Sira,Maize,2341
2025-05-27,Karnataka,Tumkur,Sira,Maize,2570
2025-06-04,Karnataka,Tumkur,Sira,Maize,2500
2025-06-18,Karnataka,Tumkur,Sira,Maize,2284
2025-06-24,Karnataka,Tumkur,Sira,Maize,2545
2025-06-26,Karnataka,Tumkur,Sira,Maize,2300
2025-07-08,Karnataka,Tumkur,Sira,Maize,2570
2025-07-15,Karnataka,Tumkur,Sira,Maize,2428
2025-07-18,Karnataka,Tumkur,Sira,Maize,2500
2025-08-12,Karnataka,Tumkur,Sira,Maize,2570
2025-08-15,Karnataka,Tumkur,Sira,Maize,2200
2025-09-16,Karnataka,Tumkur,Sira,Maize,2250
2025-09-23,Karnataka,Tumkur,Sira,Maize,2510
2025-09-24,Karnataka,Tumkur,Sira,Maize,2109
2024-06-14,Karnataka,Kodagu,Somvarpet,Maize,2550
2024-06-15,Karnataka,Kodagu,Somvarpet,Maize,1800
2024-09-05,Karnataka,Kodagu,Somvarpet,Maize,2000
2024-09-06,Karnataka,Kodagu,Somvarpet,Maize,2000
2024-09-17,Karnataka,Kodagu,Somvarpet,Maize,1900
2024-09-18,Karnataka,Kodagu,Somvarpet,Maize,1900
2024-09-19,Karnataka,Kodagu,Somvarpet,Maize,1900
2024-09-20,Karnataka,Kodagu,Somvarpet,Maize,2500
2024-09-21,Karnataka,Kodagu,Somvarpet,Maize,2200
2024-09-23,Karnataka,Kodagu,Somvarpet,Maize,2000
2024-09-24,Karnataka,Kodagu,Somvarpet,Maize,1905
2024-09-26,Karnataka,Kodagu,Somvarpet,Maize,1750
2024-09-30,Karnataka,Kodagu,Somvarpet,Maize,1500
2024-06-12,Karnataka,Shimoga,Sorabha,Maize,3200
2024-06-20,Karnataka,Shimoga,Sorabha,Maize,2450
2024-07-06,Karnataka,Shimoga,Sorabha,Maize,2450
2024-07-15,Karnataka,Shimoga,Sorabha,Maize,2800
2024-07-22,Karnataka,Shimoga,Sorabha,Maize,2800
2024-08-05,Karnataka,Shimoga,Sorabha,Maize,2400
2024-08-06,Karnataka,Shimoga,Sorabha,Maize,2800
2024-08-16,Karnataka,Shimoga,Sorabha,Maize,2400
2025-02-25,Karnataka,Shimoga,Sorabha,Maize,2300
2025-03-12,Karnataka,Shimoga,Sorabha,Maize,2150
2025-03-15,Karnataka,Shimoga,Sorabha,Maize,2300
2025-03-17,Karnataka,Shimoga,Sorabha,Maize,2310
2025-03-18,Karnataka,Shimoga,Sorabha,Maize,2300
2025-03-24,Karnataka,Shimoga,Sorabha,Maize,2285
2025-03-25,Karnataka,Shimoga,Sorabha,Maize,2300
2025-03-28,Karnataka,Shimoga,Sorabha,Maize,2370
2025-03-29,Karnataka,Shimoga,Sorabha,Maize,2270
2025-04-03,Karnataka,Shimoga,Sorabha,Maize,2285
2025-04-04,Karnataka,Shimoga,Sorabha,Maize,2265
2025-04-07,Karnataka,Shimoga,Sorabha,Maize,2270
2025-04-09,Karnataka,Shimoga,Sorabha,Maize,2270
2025-04-11,Karnataka,Shimoga,Sorabha,Maize,2300
2025-04-16,Karnataka,Shimoga,Sorabha,Maize,2330
2025-04-17,Karnataka,Shimoga,Sorabha,Maize,2275
2025-04-19,Karnataka,Shimoga,Sorabha,Maize,2380
2025-04-22,Karnataka,Shimoga,Sorabha,Maize,2275
2025-04-23,Karnataka,Shimoga,Sorabha,Maize,2380
2025-04-24,Karnataka,Shimoga,Sorabha,Maize,2395
2025-04-25,Karnataka,Shimoga,Sorabha,Maize,2395
2025-04-29,Karnataka,Shimoga,Sorabha,Maize,2370
2025-05-02,Karnataka,Shimoga,Sorabha,Maize,2300
